#'chr'	'start'	'end'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'CM_24h_rep1_REP1.mLb.clN.bigWig'	'CM_24h_rep2_REP1.mLb.clN.bigWig'	'CM_48h_rep1_REP1.mLb.clN.bigWig'	'CM_48h_rep2_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'SH_24h_rep1_REP1.mLb.clN.bigWig'	'SH_24h_rep2_REP1.mLb.clN.bigWig'	'SH_48h_rep1_REP1.mLb.clN.bigWig'	'SH_48h_rep2_REP1.mLb.clN.bigWig'
7	134809197	134848151	0.13422604418605127	0.1479472812712341	0.12779250881935073	0.15190189459682804	0.14617754584540057	0.1532255542111958	0.10119957070502597	0.07896968509714727	0.08458602554279547	0.09112711311281248	0.13221534494227022	0.07384071687605454	0.17656839135683222	0.17974809734335004	0.13648157331651983	0.12911131375924653	0.12985148368604202	0.17894235734820324
7	134879597	134946501	0.14079016255498197	0.18396346991351978	0.1366704427649648	0.1943204940317021	0.18391312751757488	0.1766783200013972	0.1390083152116603	0.10320637437377411	0.11760686950647159	0.10458425487572706	0.20266825205407296	0.07698047806453777	0.1568088956511295	0.16713826148521618	0.13154791621881054	0.1247693796902673	0.12709801039634022	0.24941876590816797
2	36339747	36515551	0.18422016849540715	0.1899246171429965	0.15340755313318866	0.2544638079723924	0.2226924126303889	0.22356679265977364	0.1771405326191305	0.12765599823927296	0.1390108182416556	0.132737212033768	0.21087698840737837	0.12355362882749624	0.19926133571504898	0.17084752329957542	0.1567469024078684	0.14067299339384118	0.14128660966919498	0.18770647883014732
2	55096397	55115801	0.22940443808956432	0.27626406461314296	0.20793299841924526	0.22672325609817948	0.18513479087421414	0.17137499179400678	0.29027088195841266	0.17478270444596275	0.23092964341457184	0.19145327680310512	0.4071645045189064	0.1898608138628376	0.19091603209142932	0.15335249550159719	0.1352432519115567	0.14639047531345345	0.15669735018297254	0.1791288023944937
2	62710647	62744101	0.12693569136019844	0.26725505861119375	0.07231155914125349	0.12034400044464927	0.14392137596822624	0.14965689809293217	0.14441160769622863	0.044894786979159246	0.03911178196789887	0.09683078914014974	0.25472324592919854	0.0429261313915995	0.07326931215254516	0.05183041968194661	0.1611681763464101	0.1364862853036291	0.11952114851082599	0.30402115756299325
2	68028247	68060026	0.11554831766767429	0.1484590842199722	0.11871502210919711	0.13199444060794027	0.13229451833726427	0.12075796193003965	0.1212886657588841	0.11835032233996728	0.08633122098622567	0.11580454787702912	0.19278707292274988	0.10669116824086027	0.13962336178015938	0.1261940745642104	0.10885636846635828	0.11730824946231459	0.11414591257319702	0.14912847848467745
2	69116247	69192151	0.19623017449348648	0.21787643840076631	0.17149093312185673	0.12261205564916186	0.11324596997827432	0.1137473190355908	0.33211271593038116	0.14827972311427012	0.25598245139520526	0.15921022079552538	0.45246219717895875	0.15990850013468427	0.12435448710198002	0.11245335935873785	0.1119074398939026	0.0955720558538659	0.10721106315833567	0.1427160486683869
2	117936997	117987701	0.1772349951349519	0.22502814125670328	0.16014838634826814	0.16423596443638222	0.20355146619734954	0.19018913692097653	0.15377670085428238	0.1438212116000755	0.13436498034242672	0.18006692056187998	0.22557968877149537	0.15242537997281028	0.1452744223714326	0.13756711066913224	0.1278110592903315	0.1269904467093778	0.11921058812357736	0.17330082576319844
2	160204847	160243551	0.2706285957963567	0.2748220593846298	0.2071784749903302	0.2787304615536645	0.24511150000609447	0.261896370472265	0.5384908199056773	0.26762699032709664	0.3704231315856061	0.37406154223604515	0.6970071456487087	0.31535262223979565	0.28876875202420166	0.2273002985448652	0.19628358129484388	0.17972222643545183	0.2327431535331724	0.26328822264773194
2	160313747	160455451	0.12254250320017124	0.1396295706990769	0.10451791231180818	0.1312209180332747	0.1234380870504881	0.1217534014605336	0.10668916253712152	0.07985755025566874	0.07893301910734069	0.07587311439732922	0.14873696082995036	0.07232976764093378	0.09460831647649823	0.08828689790432587	0.08686331778658878	0.08060370870963901	0.0784550686629092	0.10707217424096448
2	177215997	177261130	0.25716717987961135	0.2823669203473101	0.16731930726234173	0.22722117343930792	0.17702677206293363	0.18909079015973304	0.1580594325557847	0.14689970267434538	0.18606641213821462	0.1493372593476806	0.2487198338568887	0.1108440043403359	0.13894931354254697	0.11350313446911045	0.13201898158607456	0.11488176717542806	0.10258795028185687	0.23232075084363923
2	189080997	189129951	0.1041629241070303	0.1200464683879177	0.1005796548352415	0.1126077457291561	0.10205958715512556	0.10260167358011445	0.09409074573705047	0.07279535221724337	0.08494971636732077	0.08621292732595746	0.12013522846917377	0.09282527903544043	0.09803543100590284	0.08430406829273283	0.07402925920760715	0.07837593629253937	0.06998304280786212	0.11545441923377407
2	189247497	189288951	0.12075609107115358	0.166812684319652	0.0992343435563179	0.14312573977995688	0.12620986675188425	0.12041421549708481	0.19926852058052108	0.11634392463275967	0.11616864233150953	0.12408179189872676	0.28110470194737	0.1177997838154911	0.1722462808194541	0.13607204157621983	0.13432767926701722	0.1092292380291681	0.09937217506904039	0.1205548515763147
2	189366697	189413251	0.11944385933709453	0.15453602177742204	0.12652869367181946	0.11004871507460406	0.10816511886292825	0.1360256652184989	0.16013443077444892	0.09594479440102122	0.1041618376973708	0.13602819075424072	0.18023129633996907	0.10187994532552598	0.10934058151024868	0.12030777261547473	0.09586925568425077	0.08362790666235927	0.10594236564801003	0.14090762576519444
2	207219797	207260201	0.18653926155078876	0.2811851940451651	0.16754241461421865	0.17503023229503714	0.22777196219580312	0.20911255116458177	0.5005462103669437	0.27787937058193113	0.2886122854742677	0.28971603022534764	0.4164501507687407	0.23031434107002932	0.2058369735760732	0.1725616756611071	0.16169651772916166	0.10716915134396263	0.12480133389357502	0.19513368298686112
2	223034497	223094701	0.27262986326852706	0.27799221062372753	0.2182462290032696	0.12518794964765487	0.11780282248255382	0.11552347599768382	0.3339257306658646	0.18629296379068347	0.21947621503514858	0.19116172383702829	0.3661669851532269	0.16098792405807447	0.18393470351850197	0.17409164680186967	0.14240634674108885	0.1375700006919526	0.14019755046166762	0.24190549391727584
2	233402847	233443401	0.18382965164967355	0.18297618462235132	0.15173719122131574	0.14605217239552173	0.12279899988526136	0.1333901754724126	0.248617871885063	0.16132343474407856	0.15809450897050661	0.17362685919334442	0.3495654870601904	0.1503121440251115	0.19701555884473695	0.18256598465773205	0.1332313625106822	0.14860107987910504	0.12743368099921373	0.1827091213281781
5	9426847	9485051	0.16725036014737224	0.24244916560681623	0.19116401840100608	0.15370043674384862	0.17205056018548126	0.14430732305329141	0.19336828740731077	0.1467616791242795	0.15329925741420097	0.17414937977061687	0.28864876575383747	0.16184668420148507	0.10355321400108843	0.09170870945721812	0.10857423677000769	0.08867920734979566	0.0869841820288045	0.1498024898560781
5	65184147	65209951	0.1757432861285465	0.18452800119094107	0.1279541136827723	0.1016404975158111	0.10597352287315087	0.07371601748722655	0.2322858137890322	0.16054179111037523	0.16028361001766006	0.1644969610666603	0.28195528538347914	0.16051005508665805	0.10599816308504323	0.07904455695121708	0.07654627628670288	0.059634781112491375	0.06376200491192349	0.09548524322004877
5	76488897	76543601	0.11911681747102208	0.14831817761159222	0.12211760958366234	0.10621099600603025	0.1223478631500373	0.10113853049236828	0.09598621824909559	0.054904483709086724	0.07044732788293431	0.07478916183493568	0.13593241964470007	0.05541240050224626	0.17725045290733357	0.14070326248255496	0.12253947655701336	0.11322776152379696	0.12712080783971905	0.1872025454079924
5	83501697	83567351	0.09801761272925989	0.10295101795418608	0.087757766188425	0.06526423362797588	0.08656061384781573	0.07305551154043177	0.0948877350532652	0.06579644809729898	0.08041586012235345	0.062494830709529985	0.12873534707651327	0.05859760903670526	0.043639965528322014	0.04430502472544005	0.04337700312162553	0.03804199946821014	0.04640358574978159	0.06177954351498937
5	95711147	95794501	0.17903723056519438	0.21083451695455416	0.15740426467041804	0.17516884775155453	0.19490641397979547	0.1744843599665528	0.2155313749530524	0.13417637171683802	0.15550477764128773	0.12553157667766893	0.304013516713023	0.12496499848973201	0.15258564146566977	0.14172660582404611	0.11652551827192502	0.12440243182641077	0.1237581956344337	0.183541039029479
5	140240947	140263301	0.3084331165480963	0.3302561190958541	0.2157258161511146	0.3224964540184931	0.2340187077181995	0.3087263578228372	0.4247618960406498	0.22312921464758928	0.3109094410681478	0.2761077203893956	0.5723078342532187	0.24879145446914702	0.2475907664422807	0.22154506329619986	0.2578040784688013	0.24173545999517834	0.19262196492129724	0.38459466126587577
5	140280247	140335801	0.18180384614465686	0.19103031639557605	0.1359696032874769	0.13920420714837503	0.15032448081330738	0.14372191700442266	0.2616427708153832	0.19185787416176284	0.19773945128946022	0.20356599572482412	0.3603399767630969	0.18066871380420513	0.19170782320348007	0.18641402689784753	0.14331035831500497	0.12337069267789307	0.12652965727861984	0.18548824217255794
5	147471147	147506901	0.2142007195407829	0.20777942340421193	0.20984423836520685	0.21521110201772461	0.24157303096734026	0.23789605255832214	0.25620000320437575	0.17504476687531992	0.19514501438899343	0.17266132733524758	0.3216226394988641	0.16972695762448525	0.1875417097431599	0.16794041265067242	0.16197215587140265	0.16666860570890088	0.194256727207471	0.3091809025361417
5	151660847	151701051	0.24430227105515848	0.3297208811871358	0.2332097379612441	0.31584352460715137	0.34387472161375304	0.33342184095632915	0.39636993139754806	0.24556290146927115	0.328415830276999	0.2675869735313227	0.525130811749641	0.2506940508096408	0.28522234782093797	0.2489211878782039	0.22472934603316938	0.22049506940036961	0.20513684183850728	0.3420416100903871
5	169586631	169604651	0.12123274101936918	0.12373337324927797	0.08333249501680755	0.12926322645734686	0.10753847387422649	0.10517687584283283	0.10469570928249086	0.06798964305012788	0.10919029409680482	0.06748868448267378	0.15371898375171766	0.08539414318149109	0.14064099370661196	0.1129910908100278	0.10061410047673482	0.0907898319566294	0.11738559584544903	0.15316331971595543
14	32444647	32524351	0.16354585249811546	0.16816068436414044	0.1370298353486948	0.1521216788701223	0.11806125134991959	0.14354527399518657	0.19208672667731916	0.10044659691186934	0.11309922500701719	0.11286466880426614	0.22628457440397984	0.10112434557627097	0.15486011386127715	0.15866974856629965	0.14301326800294498	0.11500440475904117	0.13393973202239365	0.18408305892766552
14	51003797	51024851	0.2804249362885896	0.3258993033721652	0.2260657077396316	0.19997617056950753	0.17214228946829674	0.17885710623840634	0.44337947911338144	0.17785971941598422	0.28967177499843144	0.23598562765087291	0.5456692793908474	0.21334699971934734	0.251445146687202	0.2597803797738898	0.2039613555009718	0.16499213131315535	0.19544114397839496	0.4436398150021952
14	51521947	51555551	0.20244422251799593	0.17922507678786295	0.16242305377641778	0.1558283760527541	0.12334751537140051	0.1681227959551754	0.28815237506342783	0.18004614473312827	0.1938890435179017	0.23366389740576934	0.3249693842348123	0.18487551781489295	0.1946537136637626	0.19144496296518504	0.17662617878948936	0.14842159775435773	0.1703238269894819	0.2833583928048291
14	52852497	52948096	0.14000982686812324	0.12120707993817814	0.10845407049858898	0.08390494642681667	0.09433178630914157	0.11590561246290065	0.14889691800716912	0.06489405153456074	0.08064185448980281	0.07111229767015947	0.13395037577616736	0.08820068591838166	0.09839868906019464	0.09486869791536111	0.08717741072977729	0.06132112483042262	0.0877589089845795	0.11009243004465807
14	64917647	64937951	0.1447143064536109	0.11610524699105206	0.12246878930786977	0.07815582721514212	0.09393606262106449	0.08064330146242728	0.11534718094174443	0.06638470151939528	0.1161383572545759	0.08259518580619934	0.08781547230041822	0.04845654621230989	0.0872807715293204	0.11067583151353491	0.09519657329999519	0.07474515656334045	0.08712407542876935	0.13019683005445695
20	35304047	35339601	0.22257834684754196	0.2384902690406796	0.14400020128543076	0.202028426196183	0.11867525613410299	0.16618838773633293	0.5583104623738492	0.22508386697733895	0.31351410423357207	0.24313269874262797	0.5703605557157966	0.20757482117004072	0.2039517561353893	0.1941992159163101	0.17497416289060277	0.16104513808093188	0.14699604131863886	0.20772463053655169
20	35864297	35902101	0.335985928385234	0.35136861899094446	0.23865353644861756	0.21208426157296564	0.15129325046501807	0.18341934695999418	0.5823842269518813	0.2534055566168573	0.315676270928801	0.30039524339318346	0.772754520894651	0.2545662139133154	0.272013497130951	0.2690813605152522	0.21428053984270307	0.17579938895527247	0.20219940977064726	0.37882640902004483
20	49676197	49705301	0.09724838722887626	0.12137599534691416	0.10353393246119014	0.11707867668216267	0.0995877144386561	0.11906563461331424	0.12247922567881514	0.09051705985578634	0.09978611683338386	0.09468809936990344	0.18532288609856748	0.08508135615826388	0.1015350503362373	0.09547881102176634	0.0866053984336552	0.08049451422339261	0.07048676353033513	0.11209410147536586
20	53735247	53753451	0.2986153467782246	0.34130376185516104	0.2668675478889368	0.18161862781858057	0.1787833267257233	0.20444524069538395	0.31858010109045237	0.17933285489781178	0.19638705597146475	0.13923102398066287	0.40630504774036785	0.1395598572065885	0.24953292479591468	0.19973220627743224	0.19059526356151424	0.21204902517486776	0.20069050665886615	0.27809312682104464
22	24132747	24175251	0.2709694874391856	0.3046934390398388	0.24558751234637163	0.24697750638308003	0.18649209503714226	0.23746177056775922	0.2336278429119473	0.1462116655807813	0.19209506965229317	0.17903728036480876	0.27575039726974215	0.15315004401059373	0.17194486315310725	0.18654054980400825	0.1621282556659785	0.16355224885242797	0.1432592677618917	0.2067877305944815
22	24283397	24334101	0.10396769049927339	0.1573277418529282	0.1014133550637461	0.1291804698407403	0.12204869879149086	0.13979563990662153	0.117376533961052	0.07647737332139123	0.08072266274398106	0.084057530960473	0.13100981457254685	0.08269300498604623	0.1279307013480157	0.11048962573098768	0.10436400633559645	0.1022929966445523	0.11614055510954037	0.18662604756637344
22	31217497	31253901	0.2909182691219783	0.3701145733654569	0.2777294173867596	0.21734339324743515	0.17126239650621675	0.21410139993505867	0.3077877326944104	0.17884512824910034	0.23359611369350877	0.23104657893478556	0.4244964132203874	0.1999988772413307	0.23919868886209752	0.21614499511385443	0.22152164160837368	0.18603163357993377	0.176218015669855	0.2649762778591323
22	36307297	36398351	0.37722536485670294	0.37545930072892597	0.3116337089134041	0.30061051058058824	0.1979738296060589	0.2373781136901968	0.4160135762550303	0.22977324802364424	0.37467523739547254	0.25014895280113003	0.46719297914640345	0.24579663907877203	0.2504823016439563	0.24772620908397663	0.1661317104426884	0.1675359464066844	0.1751317323574462	0.27005470754920485
22	40484997	40529101	0.17490519396242468	0.21554987485001795	0.15539424675059973	0.09090557558780785	0.09386709281183038	0.08055502010813483	0.2875093621870768	0.1467831052633532	0.19009628107816176	0.16561613457410646	0.30657440404603564	0.13227881408381134	0.1056501391938664	0.11492066289680665	0.07835593568535323	0.07175195851253942	0.07239067633328251	0.10104182949181237
22	41828897	41887951	0.14094329242740516	0.14717675375452416	0.13109416034638702	0.08583611463822324	0.0887642736967324	0.09548963029691984	0.1558773133267209	0.10893787667533446	0.12548924701490757	0.12507628812662788	0.1717428545158425	0.10450331842173588	0.07700799607075098	0.0771946069751241	0.07651031908005045	0.08133853581392897	0.0927112954271113	0.11959657934048044
22	42956547	43011451	0.24983190868251284	0.2663996399693173	0.20966285318665226	0.12449744612857828	0.10364104753488411	0.09966701330723032	0.26560593553639816	0.17966819353573069	0.2218880061482146	0.1743084869791037	0.3344755730250203	0.16471096218617198	0.11540892249418813	0.0888496665187878	0.08367399381631938	0.075251396690939	0.07610358788102037	0.13624155810155072
22	46057142	46082995	0.6665950325210479	0.7564782725186108	0.6248761346381221	0.7119705594289341	0.5219021397981055	0.7357444028521012	0.5561543402546644	0.43991108233189136	0.5051343560672941	0.4438053032700597	0.6706285241157643	0.42389140188881586	0.46363759131111204	0.5027395115781905	0.3571557392316291	0.4631466327248331	0.3423450750317383	0.533130486282366
15	32818747	32879001	0.17701725427373663	0.22640172104547496	0.17466630285683338	0.10647009211669899	0.10809698774387003	0.10080736214006447	0.2543291153107042	0.13771201535973032	0.18272567837186912	0.16885111101086295	0.2973973103559892	0.1489676258106124	0.08996700945473628	0.083050927966878	0.08087344398406672	0.06884554588711651	0.07185216497965792	0.10026909244012715
15	33126697	33165451	0.3333778213487763	0.42169784289934986	0.3343265726425565	0.20888945598719563	0.21237976036525685	0.25863890181718624	0.2535366473290766	0.16806359344506105	0.22190304025483248	0.21928660295046912	0.4455178127037037	0.1746418864940083	0.2572141936719282	0.25397612711076023	0.21981409501702584	0.239403523143093	0.22643391101342777	0.41163496261283816
15	44028097	44116051	0.10795653511373844	0.1376011827850128	0.09833138819572528	0.11335259133912635	0.08497673257271185	0.09776745871777563	0.13280439519257728	0.07761305948427297	0.08810959569767796	0.09515431214191772	0.1636156922284438	0.07917647152093277	0.10287823542420263	0.0863852108306632	0.09237210894959608	0.06858454513802306	0.07314078250862313	0.10126090753284166
15	48532697	48575601	0.1090412149173517	0.11908575428811623	0.09727297673584576	0.14261439431441159	0.1378653881006977	0.13630767910830294	0.14263658498866108	0.10386250982024059	0.11936887151964994	0.10913093933415134	0.2073642847244558	0.10257001880424467	0.12765946858893248	0.11927721477152316	0.11398734207756875	0.11684490950828798	0.11555342208893762	0.19528190186701824
15	60358047	60443901	0.26833203046010906	0.27413512615298063	0.2151722649510982	0.3380947901510642	0.2813293991009181	0.27748907449314875	0.3459881392783953	0.24203838938134023	0.31011701330157054	0.2570239399300987	0.4606727190148993	0.2335738635203178	0.27863540215437743	0.29482587723629483	0.21710572761000757	0.22338394111344195	0.19962375370151042	0.35746199398510137
15	67068854	67159051	0.29364354947779586	0.3002928451076463	0.2157853604285949	0.26928945524533626	0.18181305516529797	0.2056184053064534	0.40769974593357106	0.24282325638319344	0.3160798260128012	0.27009755720533707	0.5226885532967966	0.24771012153145183	0.30333139976136214	0.3055169043769812	0.23120011429095516	0.22700537617613686	0.22725883483352366	0.3164820058438791
15	90399947	90424101	0.1811507316020708	0.18930895232073103	0.14980634097762247	0.15856657585037162	0.14206038228045637	0.12614906346001253	0.18569739960119983	0.1380466159585664	0.16668211171900654	0.13248897572344465	0.21258718256316828	0.10992187435477438	0.17219938845537602	0.1316188442910451	0.13180473873578927	0.12099275959850876	0.10482170980032088	0.17413171339026207
15	90550547	90564101	0.4023381687626483	0.5173784918285179	0.3773118200065752	0.3893204493163217	0.3573042925735814	0.4131525027521579	0.7393206052966917	0.3472370369096927	0.5047845172352422	0.4560762037220079	0.8040433120031969	0.3661711050280968	0.41868805984318547	0.44667027073813387	0.3681781484011101	0.3168875677683382	0.4631289084884639	0.6382892893832738
15	98718197	98736951	0.20661546101657205	0.22756570995927708	0.1813709869720302	0.31723953925462894	0.258959176566719	0.2655428647302576	0.25212500308804564	0.1659845702952112	0.1839093492998243	0.170741749838632	0.2957290040256476	0.1430347332323506	0.25680997329405775	0.22741550761293813	0.18183302518894354	0.21843129425221114	0.2077460381895503	0.26327247125270353
15	98842147	98928101	0.23321798061768786	0.2983277985325284	0.2200859135555729	0.21696250694404984	0.22011108913039737	0.21510958754665788	0.3424495624496483	0.17141894584265	0.2363168139059418	0.21111665647669106	0.41550764072133384	0.19333635518984704	0.1900769010874235	0.22181613543193418	0.16903637044890343	0.1784283807623252	0.16063098623582103	0.2565230753226604
17	40298047	40352151	0.6987913349049626	0.8558324659672717	0.6436876218127262	0.5548904060969051	0.3977150204705209	0.5132184213417946	0.5500757622400853	0.35885597823228016	0.4777538063481484	0.39816434117474236	0.5712278761104841	0.38572852392390905	0.5797459766686351	0.5765024061202605	0.4924290969435264	0.4649001762478431	0.4661116600397856	0.6743033232261186
17	45287497	45322051	0.40274068240254424	0.5047086907361246	0.3992824492773482	0.3450893969339287	0.29297986475179	0.36997596026933444	0.5460770270362469	0.33257452400964843	0.48944617450180894	0.4610055011691531	0.5388232833118556	0.4382513935651386	0.3815422165305502	0.30388802803548753	0.277161382009391	0.25948040859976773	0.27435607568203446	0.39897903448614036
17	59745197	59860001	0.37626618173931314	0.5506117001837796	0.32751826176040155	0.3678920224674151	0.33761443046011547	0.4155007774646522	0.6444135861939386	0.341106039979095	0.44965262096192954	0.3804382047171085	1.0076878122555937	0.36184558337755457	0.22928006896678627	0.28305273435183864	0.1807519376648046	0.20672959808897792	0.20521160407971298	0.31807909799538103
6	11161397	11228301	0.171518085336961	0.2046554040764974	0.15339570645004125	0.18596014279259473	0.17767250241706067	0.1584109745256115	0.16605035210661395	0.11715535026532833	0.10304903958903552	0.12573797660602912	0.18111106275824723	0.11560083269678868	0.1889038790437588	0.1384463017096829	0.13681205143470224	0.10687028691739318	0.1332081915748784	0.16059124043923226
6	30725347	30784151	0.39942132307042194	0.4265322640260273	0.3144840197885867	0.2464151307699011	0.22123902591514263	0.24190300482483676	0.48578182681515253	0.33551944656938437	0.3960097827020019	0.35391200117441546	0.5944323912507735	0.3408453072957541	0.24949392475701349	0.24465405460987294	0.18604169319729177	0.19268433837764226	0.1984427797100915	0.30580959185118284
6	37126147	37146201	0.3942231011716595	0.36867210672689543	0.31340703116345875	0.3325322925507018	0.21599756866294184	0.2774690901291105	0.49670922848371346	0.30846380341623747	0.3663919200801449	0.3843390262984484	0.5275070999670703	0.3310914602207741	0.43137570838150663	0.3511389066035112	0.26274245304253	0.2827016698815148	0.3138034632673624	0.4017430228850837
6	44655047	44669401	0.4983079008171436	0.4821887802303942	0.4088810691657898	0.34811271312799225	0.24577663094652724	0.23663417912886875	0.29497868891550333	0.2501725235975299	0.25311973179976666	0.28386362699896445	0.4208757770266721	0.24795329258465643	0.48316960078154125	0.38212266998982786	0.2668510751078405	0.22724935750398023	0.24019969657382814	0.2868648495330422
6	52503197	52574063	0.18968309479292172	0.19496819732646253	0.14482281920647508	0.22570433817408714	0.22642029123535837	0.21078232657622292	0.2534990071855868	0.13580296440464096	0.18855504023949654	0.17385911707736085	0.27299808143431503	0.1433601985070786	0.23998114045195287	0.1920042656199233	0.20091963998015858	0.16483157889750202	0.1704660050735263	0.23053944649992292
6	140043647	140073501	0.25345642063609913	0.25643737322523447	0.2319259185594191	0.16499204607504625	0.21331869096458894	0.149167254780936	0.3418675748415739	0.20041994234577284	0.2237066319130032	0.22889597302859027	0.3148047051601743	0.20124986422670563	0.1306793792941174	0.11033632271218498	0.1042439704903828	0.09036770882215704	0.10435744367663816	0.12802523098202803
6	151022147	151071401	0.22321595888463464	0.2300951380184151	0.16738966200194633	0.169755867423809	0.16627714137807667	0.14032332144516316	0.5686887223452322	0.28870154416062394	0.3837087712441341	0.31091982650621947	0.674563364306031	0.26975382774304324	0.21115467972217367	0.18725138377967057	0.15122243057102067	0.1340506262629728	0.1370534087869725	0.19627417506920963
6	152704947	152754551	0.14298173993657068	0.1690152015662505	0.17392832249971613	0.11659075317412519	0.12105541693630678	0.11116908260549425	0.16236989524252882	0.10055215806226817	0.11780752376292317	0.1108847264252689	0.21906968251490253	0.10173218544276473	0.06851786328874429	0.054239718051530696	0.0738985481662423	0.05165070533511626	0.05550674876320618	0.08622667188828696
