#'chr'	'start'	'end'	'CM_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'CM_24h_rep1_REP1.mLb.clN.bigWig'	'CM_24h_rep2_REP1.mLb.clN.bigWig'	'CM_48h_rep1_REP1.mLb.clN.bigWig'	'CM_48h_rep2_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'SH_24h_rep1_REP1.mLb.clN.bigWig'	'SH_24h_rep2_REP1.mLb.clN.bigWig'	'SH_48h_rep1_REP1.mLb.clN.bigWig'	'SH_48h_rep2_REP1.mLb.clN.bigWig'
11	111530747	111564401	0.334529126736081	0.23204502069073818	0.20738002049400775	0.2477656989867094	0.3564870074548805	0.2484005279670062	0.32868725084107603	0.3122900840892374	0.2605095553698971	0.2519662181333	0.2865103226618439	0.3584058798800035
11	120329347	120348301	0.28976728893500386	0.23866447224458393	0.25221772494170835	0.21974070185835262	0.4176932569563522	0.24425733639817804	0.25822503723174345	0.23207100140876794	0.20601521465191233	0.22615986342786493	0.18110140129521635	0.28550627990313876
11	122156497	122199001	0.1934789592297475	0.12926740503048473	0.1290365154133199	0.13896844463530142	0.20418165006211003	0.12436315469559922	0.11556436969954889	0.10506643486923839	0.11951324604244204	0.08747627064893361	0.08960294330559915	0.13085666497819362
16	24970997	25011251	0.197648449865708	0.1275885306077825	0.134272128794641	0.12535413365324727	0.24976912825455988	0.12771975689709986	0.1761065429161221	0.15307912917407554	0.1388628352036972	0.13688893116638956	0.13172304723350667	0.19269182432935897
16	50183447	50211701	0.17053323599267597	0.12581695031754156	0.14817594570847117	0.11471914177213674	0.19657886180627218	0.11781336937822594	0.16901057706423364	0.18005626594763305	0.13548385259861404	0.11570179741390327	0.14747030144784698	0.16266259120429635
16	57168997	57204301	0.36282405232915	0.2182616506180995	0.2896964857419768	0.2219430577678215	0.44099302117089334	0.22226755066303158	0.23120347212663128	0.22396977858541828	0.1786898150117064	0.19818379085340995	0.22277775760246468	0.32788048896567173
16	75242947	75261051	0.8361050140345337	0.5058165558092882	0.5308301408342024	0.4916814613615022	0.9061727219478941	0.38861481711328466	0.7116809055821907	0.7184586140298524	0.48812643977273396	0.510169936798762	0.45315216495971394	0.6512797059865857
13	33212947	33264201	0.14164580304665822	0.09262646121924457	0.10515562649232685	0.09126447230072607	0.18613019126255953	0.09307334472203455	0.15670559095211878	0.16297544433733013	0.11615673578642428	0.11470622691620949	0.11259852751993571	0.15398342632643816
13	45189747	45243251	0.16270566881886236	0.1095927337741189	0.11301567543235116	0.11391666767843706	0.26975168160754304	0.11221956329846457	0.12536068996185368	0.1211177680263033	0.10245336915187105	0.09795417271662477	0.10625332123916083	0.142407070288369
19	13839657	13866051	0.7909228949374073	0.5419512146010945	0.7181638360055526	0.6013204844593667	0.9092909006297134	0.5298538404627954	0.6707259547749257	0.550887484625162	0.48266215618155894	0.5436971497536595	0.4896211736662973	0.7514468259056625
19	17078947	17138251	0.30620973090122844	0.17788040282326606	0.22470367772582758	0.22806113298383945	0.3859916562301866	0.18966210190107577	0.19970320234099675	0.19237312441600252	0.14022200409607	0.15559415958370482	0.1693516652119099	0.26396496929721625
19	47094147	47123101	0.3389277907054498	0.1931743522842638	0.2601999092301089	0.2265730365896316	0.2998755389180654	0.21745859094228698	0.216688418787629	0.2191127814057736	0.18140357066256468	0.21896541858211505	0.18107754375579785	0.31417038168474803
14	32444647	32524351	0.19208672667731916	0.10044659691186934	0.11309922500701719	0.11286466880426614	0.22628457440397984	0.10112434557627097	0.15486011386127715	0.15866974856629965	0.14301326800294498	0.11500440475904117	0.13393973202239365	0.18408305892766552
14	51003797	51024851	0.44337947911338144	0.17785971941598422	0.28967177499843144	0.23598562765087291	0.5456692793908474	0.21334699971934734	0.251445146687202	0.2597803797738898	0.2039613555009718	0.16499213131315535	0.19544114397839496	0.4436398150021952
14	51521947	51555551	0.28815237506342783	0.18004614473312827	0.1938890435179017	0.23366389740576934	0.3249693842348123	0.18487551781489295	0.1946537136637626	0.19144496296518504	0.17662617878948936	0.14842159775435773	0.1703238269894819	0.2833583928048291
14	52852497	52948096	0.14889691800716912	0.06489405153456074	0.08064185448980281	0.07111229767015947	0.13395037577616736	0.08820068591838166	0.09839868906019464	0.09486869791536111	0.08717741072977729	0.06132112483042262	0.0877589089845795	0.11009243004465807
14	64917647	64937951	0.11534718094174443	0.06638470151939528	0.1161383572545759	0.08259518580619934	0.08781547230041822	0.04845654621230989	0.0872807715293204	0.11067583151353491	0.09519657329999519	0.07474515656334045	0.08712407542876935	0.13019683005445695
7	18492447	18592001	0.12108185184277376	0.08629222039014439	0.1128030389806646	0.09346007922744966	0.19612851267972928	0.08850059602430405	0.1876805365405674	0.17134965778815736	0.14064733257794357	0.1569387871358375	0.13619443694766298	0.1829814664231314
7	23449697	23478301	0.3597839850046435	0.27609650910554	0.3113168877397507	0.3036718136857086	0.4106855756129171	0.31679250475748055	0.3725626266520814	0.4667092634873316	0.36890137880111273	0.3940114492558878	0.40142030506373816	0.5666161270704924
7	130355747	130375151	0.6380929711850846	0.30015693736269816	0.394155982358885	0.4214020420051748	0.761278953863117	0.3058823743018512	0.43808291520722137	0.39888980798939505	0.32935893063555516	0.33164830033239473	0.36169066389686927	0.5091136743112498
7	130880747	130926401	0.49207122010262	0.2865618609237363	0.36159497689371056	0.3107513889090221	0.544262702346406	0.2955510935208266	0.346449821937044	0.2981157775091034	0.2414864784787722	0.23988850735943043	0.23824672548889872	0.29309929408193197
7	134809197	134848151	0.10119957070502597	0.07896968509714727	0.08458602554279547	0.09112711311281248	0.13221534494227022	0.07384071687605454	0.17656839135683222	0.17974809734335004	0.13648157331651983	0.12911131375924653	0.12985148368604202	0.17894235734820324
7	134879597	134946501	0.1390083152116603	0.10320637437377411	0.11760686950647159	0.10458425487572706	0.20266825205407296	0.07698047806453777	0.1568088956511295	0.16713826148521618	0.13154791621881054	0.1247693796902673	0.12709801039634022	0.24941876590816797
3	8442247	8465001	0.18414786915905887	0.18081967649552574	0.15430783807895304	0.17712379999423972	0.26557639852324555	0.15002027721955813	0.1797040890791996	0.15609487918478976	0.17779631362206014	0.14674917565560028	0.17407214749254268	0.22625942688517736
3	8504804	8566501	0.11869574804494913	0.09418056233310293	0.08527640561986471	0.07288827223243173	0.1579011533174845	0.08234949757327169	0.09831342449784143	0.09828075614656845	0.09984484441078863	0.07372389020420268	0.08246532885792902	0.10793209233875141
3	8928147	8957701	0.19022992524204704	0.09833407207854208	0.1192718917556766	0.11034740505472909	0.24911261655187045	0.09771140646565599	0.08973945352936955	0.08931174802344069	0.07320823645064489	0.07199016905809928	0.07471460425437593	0.1110388838019363
3	15766847	15817451	0.14589102098757534	0.09511544209857535	0.12141344617386096	0.10442418195139842	0.18973328970393907	0.09297705168710484	0.09701903818384817	0.08472626937807663	0.08765665785799982	0.07047578238668209	0.07950598131298753	0.11913751727418515
3	57998447	58082501	0.21355979617979892	0.1377009881756441	0.17388893490930465	0.13739896906819776	0.3131335842491487	0.12179898748542538	0.18618044166543213	0.1793977049175946	0.17465898836204038	0.1713177640743233	0.13733774274673186	0.2595754858446284
3	71487997	71522851	0.20224225927613806	0.13367660048482366	0.13327495087161445	0.12306395257387388	0.2596565813714278	0.11751685635309217	0.09970306662952542	0.07530317945411118	0.06738019524542885	0.058399659768158786	0.07018624765896438	0.08035136391132017
3	98954747	98983151	0.14047037954841282	0.14969944812436423	0.13451959006621392	0.16850560991913838	0.15939987722437368	0.14052453737646603	0.11774685445956397	0.09643386218842798	0.07931519756386184	0.07272845042466261	0.0682655203864413	0.08720899112250494
3	100001947	100045201	0.17321650207695802	0.12436438735706325	0.13783701646017885	0.11603440254957602	0.17868375118821006	0.10384458156156352	0.09746941797855081	0.09492037444152628	0.08613687778897794	0.08295731628325874	0.08619774978054759	0.09021217489283832
3	111850747	111917851	0.22245840424435903	0.1478578791899317	0.1679877758359569	0.13934262751595067	0.25803140396947655	0.12730719360404358	0.16144087539743715	0.15960372676337375	0.13039063757866895	0.13125123492674157	0.14015708340127217	0.18467281020475143
3	112629747	112658501	0.5369303330087156	0.31760782466442977	0.3510358513150442	0.33097076162287015	0.5674119318942473	0.3432434119872404	0.2735863865710195	0.2666689153076766	0.2206941824000576	0.21699696689290077	0.2173174583303057	0.2945227691697957
3	120406897	120448070	0.21197466340013726	0.15000800362230654	0.18143922836626222	0.1503927468684152	0.28676626930691407	0.15415088155961038	0.26443299310334345	0.23155512161055503	0.2101260927061526	0.2232202451549146	0.21621752881323777	0.3151482190164415
3	123732947	123803701	0.32470874985998033	0.17478230533160483	0.2138966664795023	0.17748847391528494	0.4005666771015848	0.18404625377347447	0.18622083840400175	0.17661068592155466	0.15776653191942658	0.14483456852030108	0.14154536988242583	0.25389014440149477
3	128758647	128806351	0.12952549793338408	0.07670418228229077	0.08277962266054256	0.07672257602740447	0.14334150858922245	0.07138037683732057	0.07814773787688355	0.07796101234923102	0.0844506560129036	0.07703855832167357	0.07520123886890863	0.12964045092380969
3	134308647	134335151	0.5096330832905467	0.32281401545615157	0.28417435651298556	0.2881580607820096	0.4552139289840048	0.26441854629387895	0.36726017024211266	0.2934721444557522	0.17583268292802562	0.1465390489809223	0.15100763511265125	0.22016113861587888
3	134457747	134482731	0.20676027496354452	0.16799014320729802	0.1758846814978525	0.23025462616979103	0.22902719892871506	0.1976600451582481	0.21144874836450858	0.23665897227323374	0.1744576761995865	0.1626184649807021	0.11534124741454192	0.2009765837021677
3	136136147	136186501	0.07773622321861506	0.056451970793552124	0.04644291345786232	0.05147169716430993	0.0936590864370554	0.04308791911681918	0.057483957774294124	0.05160883060001684	0.04824570284901912	0.04329247060047366	0.04799616791947974	0.061194790063450306
3	159760747	159788351	0.46406635148268904	0.26863728616599697	0.4204202952627852	0.32501481229915935	0.45495744410751554	0.26905275183920074	0.2499543998105768	0.24901757322527332	0.16655951060737154	0.24564799616480018	0.22196764956005208	0.29475116991647277
3	160394897	160434051	0.1262445365525302	0.10086211926175413	0.10492292333657666	0.11062508122065506	0.14102227460258132	0.0973305212932224	0.08249356878805662	0.08275932321097246	0.07898427466265077	0.08139005267795979	0.08400750216430006	0.09734992708027575
3	171345247	171395851	0.14836266122345093	0.10140042046692264	0.10879604034494124	0.11268696595850373	0.19851535931594777	0.10203498980588308	0.11162945050859198	0.0894828864340075	0.09952030767315505	0.08409390095120924	0.08944700680515444	0.13305314785058928
3	172114947	172182951	0.2609389806844141	0.1384365717460667	0.17268773826921988	0.16343052262693572	0.3287896401540714	0.14236757169448838	0.17345910681145046	0.14306446443171267	0.14061576613619464	0.1235510814417849	0.127140433465999	0.18287419816364545
3	178168947	178207101	0.1106933645814486	0.07434675894871332	0.08491582200083034	0.10832112837606438	0.18626778477102532	0.09308765715908411	0.1712822016348287	0.17218756059522725	0.15854118823030952	0.13499573827794265	0.13996203210149466	0.21642607355837382
3	188233597	188299051	0.29265997769346225	0.1945291791585602	0.2050382391941351	0.19176969297161534	0.3590333325237315	0.16519503666143956	0.13873031315740972	0.12019848819707747	0.10013752269231056	0.09305015229566012	0.08693351408723649	0.10949977472562195
3	196773597	196808001	0.2960138574001006	0.16531130559589163	0.20634169364999927	0.24121154554070257	0.39590298743751334	0.1780157697945989	0.13593558991731414	0.15465494988561077	0.12384385490654681	0.1256016795227405	0.14514201784771935	0.2573032427601839
8	32685847	32716151	0.10801665380818509	0.0768444671456278	0.0882624122957165	0.08612662683551782	0.152172993741721	0.09137335321741664	0.09121203096611674	0.06451956096432865	0.0712152451837224	0.05309348629046258	0.07016666533374345	0.08301996055473275
8	66505747	66560201	0.38030953100947945	0.21304410234518997	0.27294615546123213	0.2166846462693611	0.43027663217246187	0.22304878725393323	0.2171151067664025	0.20263019532162546	0.13800786286638042	0.13859101462250106	0.14159442528931132	0.1626703112576445
8	117927647	117958551	0.1395527004991922	0.1129137449299336	0.09632734180694995	0.1078084002275479	0.15262142010729088	0.11388892581346603	0.10323852508950979	0.11833127774791909	0.07712944122198075	0.11427171033469107	0.0993977432938998	0.15019986602100557
8	117977047	118057451	0.16449543662414795	0.12274663555272579	0.1291224469150712	0.12859107710123943	0.21460935804003345	0.1178318988892863	0.10090156855779714	0.09247111033608067	0.0831901229670823	0.06769917712917638	0.06601649156443685	0.09641772852115066
8	127798959	127929451	0.3935094410813308	0.19169001260301238	0.2814116556968391	0.20097166704757158	0.46734769889311417	0.17363335962435075	0.2807575520987515	0.26508291793684335	0.20363732260855372	0.18624945643528987	0.18835094199697786	0.30723629974913064
20	35304047	35339601	0.5583104623738492	0.22508386697733895	0.31351410423357207	0.24313269874262797	0.5703605557157966	0.20757482117004072	0.2039517561353893	0.1941992159163101	0.17497416289060277	0.16104513808093188	0.14699604131863886	0.20772463053655169
20	35864297	35902101	0.5823842269518813	0.2534055566168573	0.315676270928801	0.30039524339318346	0.772754520894651	0.2545662139133154	0.272013497130951	0.2690813605152522	0.21428053984270307	0.17579938895527247	0.20219940977064726	0.37882640902004483
20	49676197	49705301	0.12247922567881514	0.09051705985578634	0.09978611683338386	0.09468809936990344	0.18532288609856748	0.08508135615826388	0.1015350503362373	0.09547881102176634	0.0866053984336552	0.08049451422339261	0.07048676353033513	0.11209410147536586
20	53735247	53753451	0.31858010109045237	0.17933285489781178	0.19638705597146475	0.13923102398066287	0.40630504774036785	0.1395598572065885	0.24953292479591468	0.19973220627743224	0.19059526356151424	0.21204902517486776	0.20069050665886615	0.27809312682104464
15	32818747	32879001	0.2543291153107042	0.13771201535973032	0.18272567837186912	0.16885111101086295	0.2973973103559892	0.1489676258106124	0.08996700945473628	0.083050927966878	0.08087344398406672	0.06884554588711651	0.07185216497965792	0.10026909244012715
15	33126697	33165451	0.2535366473290766	0.16806359344506105	0.22190304025483248	0.21928660295046912	0.4455178127037037	0.1746418864940083	0.2572141936719282	0.25397612711076023	0.21981409501702584	0.239403523143093	0.22643391101342777	0.41163496261283816
15	44028097	44116051	0.13280439519257728	0.07761305948427297	0.08810959569767796	0.09515431214191772	0.1636156922284438	0.07917647152093277	0.10287823542420263	0.0863852108306632	0.09237210894959608	0.06858454513802306	0.07314078250862313	0.10126090753284166
15	48532697	48575601	0.14263658498866108	0.10386250982024059	0.11936887151964994	0.10913093933415134	0.2073642847244558	0.10257001880424467	0.12765946858893248	0.11927721477152316	0.11398734207756875	0.11684490950828798	0.11555342208893762	0.19528190186701824
15	60358047	60443901	0.3459881392783953	0.24203838938134023	0.31011701330157054	0.2570239399300987	0.4606727190148993	0.2335738635203178	0.27863540215437743	0.29482587723629483	0.21710572761000757	0.22338394111344195	0.19962375370151042	0.35746199398510137
15	67068854	67159051	0.40769974593357106	0.24282325638319344	0.3160798260128012	0.27009755720533707	0.5226885532967966	0.24771012153145183	0.30333139976136214	0.3055169043769812	0.23120011429095516	0.22700537617613686	0.22725883483352366	0.3164820058438791
15	90399947	90424101	0.18569739960119983	0.1380466159585664	0.16668211171900654	0.13248897572344465	0.21258718256316828	0.10992187435477438	0.17219938845537602	0.1316188442910451	0.13180473873578927	0.12099275959850876	0.10482170980032088	0.17413171339026207
15	90550547	90564101	0.7393206052966917	0.3472370369096927	0.5047845172352422	0.4560762037220079	0.8040433120031969	0.3661711050280968	0.41868805984318547	0.44667027073813387	0.3681781484011101	0.3168875677683382	0.4631289084884639	0.6382892893832738
15	98718197	98736951	0.25212500308804564	0.1659845702952112	0.1839093492998243	0.170741749838632	0.2957290040256476	0.1430347332323506	0.25680997329405775	0.22741550761293813	0.18183302518894354	0.21843129425221114	0.2077460381895503	0.26327247125270353
15	98842147	98928101	0.3424495624496483	0.17141894584265	0.2363168139059418	0.21111665647669106	0.41550764072133384	0.19333635518984704	0.1900769010874235	0.22181613543193418	0.16903637044890343	0.1784283807623252	0.16063098623582103	0.2565230753226604
6	11161397	11228301	0.16605035210661395	0.11715535026532833	0.10304903958903552	0.12573797660602912	0.18111106275824723	0.11560083269678868	0.1889038790437588	0.1384463017096829	0.13681205143470224	0.10687028691739318	0.1332081915748784	0.16059124043923226
6	30725347	30784151	0.48578182681515253	0.33551944656938437	0.3960097827020019	0.35391200117441546	0.5944323912507735	0.3408453072957541	0.24949392475701349	0.24465405460987294	0.18604169319729177	0.19268433837764226	0.1984427797100915	0.30580959185118284
6	37126147	37146201	0.49670922848371346	0.30846380341623747	0.3663919200801449	0.3843390262984484	0.5275070999670703	0.3310914602207741	0.43137570838150663	0.3511389066035112	0.26274245304253	0.2827016698815148	0.3138034632673624	0.4017430228850837
6	44655047	44669401	0.29497868891550333	0.2501725235975299	0.25311973179976666	0.28386362699896445	0.4208757770266721	0.24795329258465643	0.48316960078154125	0.38212266998982786	0.2668510751078405	0.22724935750398023	0.24019969657382814	0.2868648495330422
6	52503197	52574063	0.2534990071855868	0.13580296440464096	0.18855504023949654	0.17385911707736085	0.27299808143431503	0.1433601985070786	0.23998114045195287	0.1920042656199233	0.20091963998015858	0.16483157889750202	0.1704660050735263	0.23053944649992292
6	140043647	140073501	0.3418675748415739	0.20041994234577284	0.2237066319130032	0.22889597302859027	0.3148047051601743	0.20124986422670563	0.1306793792941174	0.11033632271218498	0.1042439704903828	0.09036770882215704	0.10435744367663816	0.12802523098202803
6	151022147	151071401	0.5686887223452322	0.28870154416062394	0.3837087712441341	0.31091982650621947	0.674563364306031	0.26975382774304324	0.21115467972217367	0.18725138377967057	0.15122243057102067	0.1340506262629728	0.1370534087869725	0.19627417506920963
6	152704947	152754551	0.16236989524252882	0.10055215806226817	0.11780752376292317	0.1108847264252689	0.21906968251490253	0.10173218544276473	0.06851786328874429	0.054239718051530696	0.0738985481662423	0.05165070533511626	0.05550674876320618	0.08622667188828696
6	158008197	158058551	0.434256596245782	0.2309654925025026	0.3911823992581525	0.2664757058956919	0.5999089706220092	0.24193690386847053	0.28536898086319407	0.2708692478271641	0.2155658560230335	0.2272829711979011	0.20407346185479985	0.3015917202354526
12	12816343	12845951	0.3083523956982752	0.1544887690301133	0.194816838226722	0.16538722291977023	0.41952685541885887	0.1624220926848513	0.17113151628500925	0.14559893774159968	0.08920869013455034	0.08902421650892951	0.10273373307678371	0.13797869087092682
12	29276997	29287551	0.12352826209681506	0.1076446823548209	0.08933907732712253	0.11811849091988158	0.13001277208032358	0.10085140692746519	0.2194287386263532	0.21995616870344395	0.16220098616493517	0.1587097325756438	0.16405884721991112	0.30951596925236735
12	45223347	45314051	0.31099526770525066	0.16125554076397886	0.2229653852397801	0.17460187567425772	0.3904211999079204	0.1633633454337195	0.18346931171313574	0.17849758844664876	0.1411148173620213	0.13555837794057338	0.1383608453744322	0.19748550332111686
12	67651729	67681601	0.28396598275475854	0.20853695422779128	0.15784165448695073	0.16497893698007154	0.33424979594079274	0.21466372599852723	0.1726396668445317	0.13295822113070996	0.16905703850819853	0.15419884051362484	0.1721272213591174	0.18471116554614872
12	93775547	93788151	0.31637273897968327	0.17149876636661956	0.2434484228038104	0.17467022748615652	0.293563246652908	0.16924450713671166	0.16553658934553847	0.1601840629050708	0.15919306746565703	0.12337254637508477	0.13452380060081812	0.21574993499765632
12	121923247	121950951	0.1723341737766773	0.12151071551492829	0.15344726712115883	0.1563480053039495	0.17117355670267181	0.16134277608170186	0.09918001800629522	0.09360441171409907	0.06651110336690787	0.06951619053451079	0.06199047748312786	0.1074417654039099
12	122068297	122123151	0.1885767761015708	0.16931399060034705	0.1730606268415307	0.1520140207039171	0.2853629255559975	0.15702381354980258	0.1724762658081157	0.18551384172556984	0.14911251337129458	0.15531633586486285	0.1731351042992318	0.25434884386749357
10	4765947	4781801	0.3274989599361677	0.17181323253906686	0.22791329920242004	0.21826633543234744	0.3698187030852082	0.23790881356609775	0.13136302004358247	0.09527690684349747	0.12471111970826478	0.10619267621888945	0.12120722451626113	0.14847002756748512
10	17198947	17218401	0.33825759163626384	0.21817239468181174	0.2583935703150284	0.2335392755837413	0.36438067664379	0.19993546769909495	0.25680022532147223	0.2379913242402533	0.20436158196942725	0.2149678227946718	0.22186801430292274	0.2739854724912718
10	28539747	28607351	0.05263331458853884	0.04508513090803004	0.04273875193497179	0.046330862321143744	0.08487691660585366	0.04330843586950016	0.05071540549458671	0.0496145292500492	0.05532733211336367	0.04846381127696788	0.04622041075384952	0.08049341497991835
10	32938556	32963651	0.20445881993460832	0.1884886692648126	0.19489126834870443	0.1732352854329826	0.27885811185373827	0.1727978670323522	0.17092832457118906	0.1594183691805546	0.13979807132851318	0.17873368944444223	0.14252519117609416	0.1956130067414644
10	33210847	33241751	0.1868349398085887	0.11233239554881427	0.13930935683861212	0.13380158564829003	0.22008312014485976	0.09743619023953416	0.10353372462960493	0.08876045229621322	0.08686933290484393	0.06753228638680431	0.07320157138442572	0.10584240512049946
10	52516047	52542901	0.162044411146846	0.09273194782240539	0.10691352498574902	0.109886012178297	0.14126366095875448	0.08063879750374282	0.10782272501393282	0.11128703859624299	0.07068435240214646	0.063207150818344	0.06998202825434512	0.11264573376948694
10	62224097	62264501	0.21840061567764998	0.10754078560293469	0.1099432415680276	0.10393015407879536	0.18814186782367684	0.10838434264563226	0.0954461809027291	0.07494149407345592	0.07031852758892851	0.07688162796411993	0.08100354946191644	0.10563080916126835
10	71835247	71861901	0.5263828312892569	0.3701091529117493	0.3892330122844274	0.27377103886722953	0.5895948476533572	0.27644337681880954	0.25988641331189644	0.2730717985820536	0.2225487755516632	0.20478454240194308	0.24187483110743582	0.4001789726881339
10	74049647	74090251	0.10338628348280099	0.06702041201917608	0.07510986321444427	0.0692255852104504	0.15563850222346196	0.056854176267956594	0.09707251497507859	0.08276605355874037	0.07536399630442867	0.07150980866845812	0.07585113736014998	0.09157330709952834
10	77494247	77535201	0.4137107186429189	0.23500700658754844	0.2945192493585019	0.2624492509206696	0.43768942223784885	0.23093620314503893	0.30249866834187833	0.23736504987277807	0.21974963505593778	0.19247667609524982	0.21203217723463144	0.27082897442582515
10	90913547	90937551	0.50562726228873	0.2343700844082349	0.23260047730610686	0.2075145917673493	0.45925138495445667	0.18630715964020614	0.33478803975963745	0.2745567184027378	0.18293960042433585	0.1620642177978474	0.1622085792930158	0.22061953187956534
10	93435197	93479316	0.5894766534420643	0.30643438772813364	0.44525614101258076	0.4374850791116203	0.7534519817362674	0.31321818169117505	0.33977239549486715	0.30196573669800275	0.27727896073464503	0.21096789605562302	0.28522232978026296	0.3344730274300936
10	99945397	100006952	0.22780346194817358	0.1330570662485034	0.19136349270394618	0.19128494528427573	0.3411870323738443	0.1525548500138415	0.1503053660094632	0.13722451586646014	0.13184244967334774	0.12267316811549552	0.139917362004204	0.17830214808686842
10	126198347	126264901	0.2964613979521189	0.1613871320581548	0.2224477418155911	0.2230354013733102	0.3350808615623565	0.165378544317699	0.15711221360759045	0.13322694851412747	0.10467395284519056	0.08938654897771944	0.13008075394380283	0.18148410058472797
5	9426847	9485051	0.19336828740731077	0.1467616791242795	0.15329925741420097	0.17414937977061687	0.28864876575383747	0.16184668420148507	0.10355321400108843	0.09170870945721812	0.10857423677000769	0.08867920734979566	0.0869841820288045	0.1498024898560781
5	65184147	65209951	0.2322858137890322	0.16054179111037523	0.16028361001766006	0.1644969610666603	0.28195528538347914	0.16051005508665805	0.10599816308504323	0.07904455695121708	0.07654627628670288	0.059634781112491375	0.06376200491192349	0.09548524322004877
5	76488897	76543601	0.09598621824909559	0.054904483709086724	0.07044732788293431	0.07478916183493568	0.13593241964470007	0.05541240050224626	0.17725045290733357	0.14070326248255496	0.12253947655701336	0.11322776152379696	0.12712080783971905	0.1872025454079924
5	83501697	83567351	0.0948877350532652	0.06579644809729898	0.08041586012235345	0.062494830709529985	0.12873534707651327	0.05859760903670526	0.043639965528322014	0.04430502472544005	0.04337700312162553	0.03804199946821014	0.04640358574978159	0.06177954351498937
5	95711147	95794501	0.2155313749530524	0.13417637171683802	0.15550477764128773	0.12553157667766893	0.304013516713023	0.12496499848973201	0.15258564146566977	0.14172660582404611	0.11652551827192502	0.12440243182641077	0.1237581956344337	0.183541039029479
5	140240947	140263301	0.4247618960406498	0.22312921464758928	0.3109094410681478	0.2761077203893956	0.5723078342532187	0.24879145446914702	0.2475907664422807	0.22154506329619986	0.2578040784688013	0.24173545999517834	0.19262196492129724	0.38459466126587577
5	140280247	140335801	0.2616427708153832	0.19185787416176284	0.19773945128946022	0.20356599572482412	0.3603399767630969	0.18066871380420513	0.19170782320348007	0.18641402689784753	0.14331035831500497	0.12337069267789307	0.12652965727861984	0.18548824217255794
