#'chr'	'start'	'end'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'
4	150203097	150260401	0.1456503692777178	0.15031256170808285	0.10865636922758094	0.13185987915728387	0.14405557184119303	0.11434526768258411
4	158802947	158826551	0.298029801876576	0.424164719302509	0.3165717494815891	0.26080496287859684	0.2822997298015438	0.19470199399615004
4	185340297	185363101	0.3317738373490489	0.39069670230449133	0.3149684806335347	0.20976133721758722	0.22028822220632543	0.206033196111862
12	12816343	12845951	0.18452604467052508	0.18842860869386102	0.13203941383647458	0.16508715996232673	0.1304406013779106	0.10834977843936652
12	29276997	29287551	0.15775035250689148	0.191623256375352	0.15191122368030255	0.19620342018775216	0.2023755112423816	0.23171608007887384
12	45223347	45314051	0.20018169462775015	0.2492519328553678	0.18607420484301096	0.20037453375263622	0.17331259586976497	0.16850075046478288
12	67651729	67681601	0.18461360523952866	0.2805655981530775	0.1620981836452312	0.2880324317899413	0.15870285464180908	0.21507859920117775
12	93775547	93788151	0.35598550052748584	0.3319979664904748	0.31702101943267375	0.19796335185774486	0.18381639519443665	0.19213897502020807
12	121923247	121950951	0.15963229641390034	0.1616763915600765	0.10660455337650075	0.10458611861605538	0.10248067570593165	0.08323369206156668
12	122068297	122123151	0.18495906968155623	0.2527355735991521	0.20787179366949768	0.2585945515830589	0.1938559920348465	0.2379530581971041
10	4765947	4781801	0.20335196075738926	0.2615419165626749	0.18838345968973788	0.17247157158858406	0.15655107682955366	0.17995572953039415
10	17198947	17218401	0.25682251512129745	0.30106306943264766	0.18183397393397932	0.28283770432764926	0.24029370598432956	0.2545067533152446
10	28539747	28607351	0.05783903019746671	0.07604950788700822	0.06239837436767897	0.07236198227736158	0.1023550981609677	0.07288992027955213
10	32938556	32963651	0.23833679364144866	0.30781939033290845	0.21513740330167566	0.29247695673345425	0.27985083420115836	0.26501684983783413
10	33210847	33241751	0.1433067633247791	0.15244765327258417	0.12006195491079093	0.1371119311629502	0.11397642736018379	0.11432267511914986
10	52516047	52542901	0.1402994134376381	0.23454398063189977	0.12931999448936995	0.10279991610084349	0.09622540236814815	0.10865445414565271
10	62224097	62264501	0.12852494383587643	0.14464687445816768	0.08396358199834426	0.09521031023291726	0.09609267702517031	0.09031328416436411
10	71835247	71861901	0.32268793297303516	0.4520390877680388	0.2915242671361708	0.32707368335700127	0.22845701511960814	0.2692152767474463
10	74049647	74090251	0.09696367154245474	0.10500318636380943	0.0789770220628807	0.08944030125492548	0.08001016059258524	0.08994011650281548
10	77494247	77535201	0.28692519248725706	0.32765774484950577	0.20586812251418754	0.27270208001561597	0.18540469695315268	0.2248566395330681
10	90913547	90937551	0.4698291582748135	0.29591275584100624	0.21578422621441068	0.22271058999814025	0.15698910548723818	0.14979234212040557
10	93435197	93479316	0.33579054036622014	0.3321456908253455	0.2595663782683602	0.3040629013127478	0.23406296856524678	0.2784084594685099
10	99945397	100006952	0.19161620604169885	0.17502526889290096	0.14676449993965632	0.1494285563425929	0.15361350925619038	0.16041780097571431
10	126198347	126264901	0.15742685001658807	0.18103179533906866	0.11847585785954705	0.15165728477932733	0.16826320461487299	0.13607874855925448
2	36339747	36515551	0.18422016849540715	0.1899246171429965	0.15340755313318866	0.2544638079723924	0.2226924126303889	0.22356679265977364
2	55096397	55115801	0.22940443808956432	0.27626406461314296	0.20793299841924526	0.22672325609817948	0.18513479087421414	0.17137499179400678
2	62710647	62744101	0.12693569136019844	0.26725505861119375	0.07231155914125349	0.12034400044464927	0.14392137596822624	0.14965689809293217
2	68028247	68060026	0.11554831766767429	0.1484590842199722	0.11871502210919711	0.13199444060794027	0.13229451833726427	0.12075796193003965
2	69116247	69192151	0.19623017449348648	0.21787643840076631	0.17149093312185673	0.12261205564916186	0.11324596997827432	0.1137473190355908
2	117936997	117987701	0.1772349951349519	0.22502814125670328	0.16014838634826814	0.16423596443638222	0.20355146619734954	0.19018913692097653
2	160204847	160243551	0.2706285957963567	0.2748220593846298	0.2071784749903302	0.2787304615536645	0.24511150000609447	0.261896370472265
2	160313747	160455451	0.12254250320017124	0.1396295706990769	0.10451791231180818	0.1312209180332747	0.1234380870504881	0.1217534014605336
2	177215997	177261130	0.25716717987961135	0.2823669203473101	0.16731930726234173	0.22722117343930792	0.17702677206293363	0.18909079015973304
2	189080997	189129951	0.1041629241070303	0.1200464683879177	0.1005796548352415	0.1126077457291561	0.10205958715512556	0.10260167358011445
2	189247497	189288951	0.12075609107115358	0.166812684319652	0.0992343435563179	0.14312573977995688	0.12620986675188425	0.12041421549708481
2	189366697	189413251	0.11944385933709453	0.15453602177742204	0.12652869367181946	0.11004871507460406	0.10816511886292825	0.1360256652184989
2	207219797	207260201	0.18653926155078876	0.2811851940451651	0.16754241461421865	0.17503023229503714	0.22777196219580312	0.20911255116458177
2	223034497	223094701	0.27262986326852706	0.27799221062372753	0.2182462290032696	0.12518794964765487	0.11780282248255382	0.11552347599768382
2	233402847	233443401	0.18382965164967355	0.18297618462235132	0.15173719122131574	0.14605217239552173	0.12279899988526136	0.1333901754724126
16	24970997	25011251	0.16979196036781172	0.18683639801366578	0.1417647475825921	0.22793322326858495	0.2133097427397549	0.18787325673058647
16	50183447	50211701	0.14650302739938081	0.16290716080939663	0.10252722287802966	0.181805164841074	0.1875044921669856	0.18934483308171482
16	57168997	57204301	0.3019898582616604	0.4028841150494872	0.3151191555235434	0.2370531893105463	0.22346323145559177	0.279588222425042
16	75242947	75261051	0.6515560737121634	0.6074965909284709	0.4886325339905977	0.7779323032034805	0.5449248856864655	0.6071272897664274
11	8704047	8734001	0.26890157797262587	0.35422981037219475	0.24677235971482367	0.24633538347072836	0.20155829597783148	0.22319621982784937
11	9564747	9593851	0.40877231877721487	0.5329763797898487	0.35964528638982407	0.32191916988619973	0.3112792227351028	0.34388035922600263
11	12156847	12238251	0.2709892171307313	0.2751659364045104	0.19045575679111632	0.19505429745039754	0.1536540888801146	0.1591969420524047
11	57764759	57800701	0.2761438356189888	0.2683104541982435	0.20447815466414623	0.2063863464711503	0.22232833278509262	0.1943264129225447
11	65471697	65503201	0.7396684456906332	0.950396540958908	0.6670233543199396	0.7901023887704033	0.5199611673883456	0.7580785596158459
11	66066197	66134001	0.20397006794995565	0.26483145083037685	0.19698162568591585	0.22270253089408898	0.18872048546524534	0.2241378871990216
11	74121747	74163301	0.1306624885685801	0.1551999121818657	0.11105645877921362	0.15613186416518665	0.1206357437636003	0.12777128610171654
11	86717847	86763301	0.29287453668764346	0.23828381539358948	0.1893552865558299	0.18362067926266054	0.15866529398707047	0.130992291083184
11	96045247	96167601	0.14619517261793985	0.16308115625499808	0.13457115596046332	0.14218522670928627	0.1558437003479959	0.13557327907610067
11	96186547	96338436	0.17045615663193386	0.19374663084844182	0.13798130082700868	0.16572817754034852	0.1763149333247808	0.164595528929311
11	111530747	111564401	0.39466558327418755	0.4741576953459263	0.32510468998882747	0.3489669800102812	0.2997631230781338	0.3332995842796778
11	120329347	120348301	0.2884749596850783	0.39006625957934005	0.28656227085244185	0.3383607370750373	0.3404378795763294	0.33912563296657255
11	122156497	122199001	0.11209625898146919	0.14669183480484485	0.0937042268216645	0.11141972096294435	0.10703046187565768	0.10649511806928184
15	32818747	32879001	0.17701725427373663	0.22640172104547496	0.17466630285683338	0.10647009211669899	0.10809698774387003	0.10080736214006447
15	33126697	33165451	0.3333778213487763	0.42169784289934986	0.3343265726425565	0.20888945598719563	0.21237976036525685	0.25863890181718624
15	44028097	44116051	0.10795653511373844	0.1376011827850128	0.09833138819572528	0.11335259133912635	0.08497673257271185	0.09776745871777563
15	48532697	48575601	0.1090412149173517	0.11908575428811623	0.09727297673584576	0.14261439431441159	0.1378653881006977	0.13630767910830294
15	60358047	60443901	0.26833203046010906	0.27413512615298063	0.2151722649510982	0.3380947901510642	0.2813293991009181	0.27748907449314875
15	67068854	67159051	0.29364354947779586	0.3002928451076463	0.2157853604285949	0.26928945524533626	0.18181305516529797	0.2056184053064534
15	90399947	90424101	0.1811507316020708	0.18930895232073103	0.14980634097762247	0.15856657585037162	0.14206038228045637	0.12614906346001253
15	90550547	90564101	0.4023381687626483	0.5173784918285179	0.3773118200065752	0.3893204493163217	0.3573042925735814	0.4131525027521579
15	98718197	98736951	0.20661546101657205	0.22756570995927708	0.1813709869720302	0.31723953925462894	0.258959176566719	0.2655428647302576
15	98842147	98928101	0.23321798061768786	0.2983277985325284	0.2200859135555729	0.21696250694404984	0.22011108913039737	0.21510958754665788
17	40298047	40352151	0.6987913349049626	0.8558324659672717	0.6436876218127262	0.5548904060969051	0.3977150204705209	0.5132184213417946
17	45287497	45322051	0.40274068240254424	0.5047086907361246	0.3992824492773482	0.3450893969339287	0.29297986475179	0.36997596026933444
17	59745197	59860001	0.37626618173931314	0.5506117001837796	0.32751826176040155	0.3678920224674151	0.33761443046011547	0.4155007774646522
8	32685847	32716151	0.10957783365420172	0.12587025805114885	0.08319692554765477	0.0831628701205001	0.09707723471419717	0.07851305659761294
8	66505747	66560201	0.25676639220011416	0.21817905181610978	0.17569639342600882	0.22706968687424467	0.1736371266270018	0.17890855777022105
8	117927647	117958551	0.1713135187773798	0.19056926467505575	0.16752741496419762	0.12366771710570851	0.18966993969310506	0.13537268770822916
8	117977047	118057451	0.1442117664249661	0.17338601446724833	0.12584142292779021	0.10591485916659954	0.11890978789563447	0.09850148003108133
8	127798959	127929451	0.18628424121725703	0.19191258266278743	0.1641659897853567	0.2753550751339356	0.21667207882726	0.2095095693600075
1	15876747	15919451	0.10800082544868352	0.14596159546987017	0.09747891128383221	0.10602408710140346	0.10630343704168224	0.10812654336297478
1	36342397	36377001	0.21133505335360478	0.23965529002886488	0.156749081455512	0.37384706846181764	0.28241334779749216	0.32111921298773527
1	39102947	39272851	0.12090083034982299	0.1293144798103992	0.10907541162753409	0.18391589700254518	0.16670073164364674	0.16245018703986433
1	39375747	39427701	0.16867127372854615	0.18334491493191235	0.12856380861156458	0.24243115460362444	0.24318694881334282	0.20333214170042377
1	51619871	51673751	0.14732136850233288	0.16142973820993775	0.09255517924443164	0.15080751039661267	0.13739640110339466	0.16943325980797136
1	85313097	85385301	0.11362374271044527	0.10886322705907689	0.08641945861461091	0.15254075103435935	0.14213152766838985	0.11822771111902623
1	85427447	85462205	0.07261249859718319	0.10260521593912372	0.05885871740112628	0.1342786063140477	0.18242151383677008	0.1779721525746015
1	85548747	85585701	0.23915587202528915	0.28621856767421616	0.20176093748718946	0.5135940755915405	0.5536730397954872	0.4367440865589395
1	115298747	115335151	0.17114060768325426	0.15254006567894576	0.1369435457527307	0.13757325289975855	0.12323793536698445	0.13894548555339856
1	156086247	156141351	0.4692467831689825	0.5651754732763755	0.4074439438593066	0.678706672501258	0.5256071267484261	0.6334555894866042
1	157996270	158050551	0.19391686599788205	0.2628225205315052	0.2228734442051196	0.26175613938753756	0.21974398526560773	0.24395601684306337
1	162653747	162723901	0.10761826937875903	0.149393027628722	0.1016362030036137	0.14633245689272353	0.13697641617789294	0.1345861686101848
1	163033097	163057701	0.2250706881775072	0.3365287535212206	0.2355693875837591	0.3122004511695697	0.3496821978641569	0.32952116967089246
1	181092697	181117901	0.415527868159801	0.49079163701281053	0.34396098406768594	0.4080895749509927	0.46441170780214797	0.3945782265203056
1	183026457	183071551	0.15984568207524946	0.17762750377788283	0.2132761660956985	0.2088911762688797	0.21427081000073178	0.1374655682317521
1	198254597	198295951	0.0826265463738297	0.09307080482450247	0.08381490842266424	0.11705850526058136	0.12196433066844901	0.09343220135247417
1	203506147	203560001	0.2293085474537656	0.3005437524318791	0.17556746352908867	0.27167105765808003	0.20093909220134373	0.22637564362893067
1	203663097	203697401	0.1337108566350316	0.16674774831816402	0.11809211553745154	0.1934330177198931	0.1548988250249619	0.20811202468724913
1	204408247	204440051	0.30445309494758027	0.38363454933887037	0.2949484400780369	0.29279947440821785	0.2667822244294451	0.2872855731196005
1	218449847	218501301	0.24881101136753186	0.21543693275623463	0.15610731426114846	0.12786163676151546	0.12057055403164625	0.11104110308853589
1	223704647	223734151	0.328068533308958	0.38878701419720957	0.2878254267624296	0.4069998472709137	0.4120034085978299	0.3946875105081632
1	223747397	223789651	0.11143463578600762	0.12013413274392976	0.08399831618653358	0.14537298968019893	0.1397865362509433	0.14306042232555988
1	234956997	235001201	0.26377650428916527	0.2817465374829968	0.23148167966081934	0.24832379509936853	0.18652217364257437	0.25470511159127884
1	243246597	243291601	0.33444884186023605	0.43153465807743047	0.29016727950975596	0.2896343997437175	0.30628991774904935	0.3215870689032097
9	12778010	12823051	0.15726499944136177	0.15987382972748412	0.14976113422308276	0.12789301900252148	0.14764474721267207	0.18930659672572428
9	33148547	33163301	0.28407151890842147	0.3408576174015769	0.2617434155995281	0.2798059810014048	0.2615571387997759	0.32348641499269465
9	33305747	33338851	0.18737217451108892	0.15830822265000255	0.12854582921221813	0.17937019964859055	0.1424890439287865	0.15600787035332114
9	33820797	33878851	0.08336804318758459	0.12784591608339163	0.10191944286548354	0.09359288446455062	0.06531005526990584	0.05864149166003925
9	35510497	35534101	0.3435549021567335	0.22557009007551931	0.17140213718533118	0.20582799021517934	0.18144152785435547	0.22926086094206008
9	36089347	36114801	0.23306434900030776	0.2776886494673671	0.18235171375501863	0.17910739523454758	0.14134937169615788	0.16702836531914214
9	37929397	37979101	0.2319251170539999	0.23321016246655532	0.1856664715792602	0.2579426385582091	0.19217316003570056	0.2039916664336305
9	38008247	38049251	0.29132258568405733	0.30440902992291374	0.2242857563549523	0.3416173444059516	0.25579138632408416	0.2926259306119936
9	112031947	112082301	0.3435906914713911	0.3219571724535111	0.21218914742931802	0.18787252735675727	0.14282128652585538	0.15853252083985295
9	123036640	123103201	0.14866319018880586	0.16290636926127058	0.12402355657802439	0.1120971944704933	0.10694952647673481	0.10030280501948902
9	129480397	129503501	0.4575177990012498	0.5417206165092383	0.39538525093104526	0.5804889781287889	0.35798648918658943	0.5147423560087321
22	24132747	24175251	0.2709694874391856	0.3046934390398388	0.24558751234637163	0.24697750638308003	0.18649209503714226	0.23746177056775922
22	24283397	24334101	0.10396769049927339	0.1573277418529282	0.1014133550637461	0.1291804698407403	0.12204869879149086	0.13979563990662153
22	31217497	31253901	0.2909182691219783	0.3701145733654569	0.2777294173867596	0.21734339324743515	0.17126239650621675	0.21410139993505867
22	36307297	36398351	0.37722536485670294	0.37545930072892597	0.3116337089134041	0.30061051058058824	0.1979738296060589	0.2373781136901968
22	40484997	40529101	0.17490519396242468	0.21554987485001795	0.15539424675059973	0.09090557558780785	0.09386709281183038	0.08055502010813483
22	41828897	41887951	0.14094329242740516	0.14717675375452416	0.13109416034638702	0.08583611463822324	0.0887642736967324	0.09548963029691984
22	42956547	43011451	0.24983190868251284	0.2663996399693173	0.20966285318665226	0.12449744612857828	0.10364104753488411	0.09966701330723032
22	46057142	46082995	0.6665950325210479	0.7564782725186108	0.6248761346381221	0.7119705594289341	0.5219021397981055	0.7357444028521012
19	13839657	13866051	0.6529387821273981	0.829530729639398	0.4430165739568806	0.7105490057906674	0.6430893863689564	0.7999654863096046
19	17078947	17138251	0.25515940751687993	0.23023961028678883	0.1965762752279521	0.19559804228865751	0.21566408973076384	0.17199271669260546
19	47094147	47123101	0.3314869696872744	0.34847446317151276	0.27356830976531854	0.24802605036311534	0.20124818316983983	0.29314592124418964
20	35304047	35339601	0.22257834684754196	0.2384902690406796	0.14400020128543076	0.202028426196183	0.11867525613410299	0.16618838773633293
20	35864297	35902101	0.335985928385234	0.35136861899094446	0.23865353644861756	0.21208426157296564	0.15129325046501807	0.18341934695999418
20	49676197	49705301	0.09724838722887626	0.12137599534691416	0.10353393246119014	0.11707867668216267	0.0995877144386561	0.11906563461331424
20	53735247	53753451	0.2986153467782246	0.34130376185516104	0.2668675478889368	0.18161862781858057	0.1787833267257233	0.20444524069538395
13	33212947	33264201	0.13863996325646744	0.17452249028979905	0.12156322998816833	0.13784710667949235	0.11696538682598731	0.14845592393473253
13	45189747	45243251	0.12469365833234729	0.1297678410694899	0.09420279842392494	0.11291835608299193	0.09600372399719687	0.09006503348011294
5	9426847	9485051	0.16725036014737224	0.24244916560681623	0.19116401840100608	0.15370043674384862	0.17205056018548126	0.14430732305329141
5	65184147	65209951	0.1757432861285465	0.18452800119094107	0.1279541136827723	0.1016404975158111	0.10597352287315087	0.07371601748722655
5	76488897	76543601	0.11911681747102208	0.14831817761159222	0.12211760958366234	0.10621099600603025	0.1223478631500373	0.10113853049236828
5	83501697	83567351	0.09801761272925989	0.10295101795418608	0.087757766188425	0.06526423362797588	0.08656061384781573	0.07305551154043177
5	95711147	95794501	0.17903723056519438	0.21083451695455416	0.15740426467041804	0.17516884775155453	0.19490641397979547	0.1744843599665528
5	140240947	140263301	0.3084331165480963	0.3302561190958541	0.2157258161511146	0.3224964540184931	0.2340187077181995	0.3087263578228372
5	140280247	140335801	0.18180384614465686	0.19103031639557605	0.1359696032874769	0.13920420714837503	0.15032448081330738	0.14372191700442266
5	147471147	147506901	0.2142007195407829	0.20777942340421193	0.20984423836520685	0.21521110201772461	0.24157303096734026	0.23789605255832214
5	151660847	151701051	0.24430227105515848	0.3297208811871358	0.2332097379612441	0.31584352460715137	0.34387472161375304	0.33342184095632915
5	169586631	169604651	0.12123274101936918	0.12373337324927797	0.08333249501680755	0.12926322645734686	0.10753847387422649	0.10517687584283283
6	11161397	11228301	0.171518085336961	0.2046554040764974	0.15339570645004125	0.18596014279259473	0.17767250241706067	0.1584109745256115
6	30725347	30784151	0.39942132307042194	0.4265322640260273	0.3144840197885867	0.2464151307699011	0.22123902591514263	0.24190300482483676
6	37126147	37146201	0.3942231011716595	0.36867210672689543	0.31340703116345875	0.3325322925507018	0.21599756866294184	0.2774690901291105
6	44655047	44669401	0.4983079008171436	0.4821887802303942	0.4088810691657898	0.34811271312799225	0.24577663094652724	0.23663417912886875
6	52503197	52574063	0.18968309479292172	0.19496819732646253	0.14482281920647508	0.22570433817408714	0.22642029123535837	0.21078232657622292
6	140043647	140073501	0.25345642063609913	0.25643737322523447	0.2319259185594191	0.16499204607504625	0.21331869096458894	0.149167254780936
6	151022147	151071401	0.22321595888463464	0.2300951380184151	0.16738966200194633	0.169755867423809	0.16627714137807667	0.14032332144516316
6	152704947	152754551	0.14298173993657068	0.1690152015662505	0.17392832249971613	0.11659075317412519	0.12105541693630678	0.11116908260549425
6	158008197	158058551	0.24291907351671288	0.2904297758431313	0.19761001580652474	0.2503571934617469	0.21294194077556344	0.22450832712122137
14	32444647	32524351	0.16354585249811546	0.16816068436414044	0.1370298353486948	0.1521216788701223	0.11806125134991959	0.14354527399518657
14	51003797	51024851	0.2804249362885896	0.3258993033721652	0.2260657077396316	0.19997617056950753	0.17214228946829674	0.17885710623840634
14	51521947	51555551	0.20244422251799593	0.17922507678786295	0.16242305377641778	0.1558283760527541	0.12334751537140051	0.1681227959551754
14	52852497	52948096	0.14000982686812324	0.12120707993817814	0.10845407049858898	0.08390494642681667	0.09433178630914157	0.11590561246290065
14	64917647	64937951	0.1447143064536109	0.11610524699105206	0.12246878930786977	0.07815582721514212	0.09393606262106449	0.08064330146242728
3	8442247	8465001	0.3911540941240917	0.2957799660338965	0.23272943476765343	0.20639015175736836	0.1758130161413136	0.1747862898059768
3	8504804	8566501	0.19853414743406989	0.1884566990005244	0.14343224190602738	0.13864877312064758	0.17530682423577176	0.13374371386085135
3	8928147	8957701	0.1403529795562754	0.1367612171907906	0.10110754245990743	0.11754483927875378	0.13922505294290569	0.10471691861765882
3	15766847	15817451	0.14184222374095873	0.16088129623441846	0.14036197868883096	0.142719197532038	0.17392821172018907	0.15702090010082062
3	57998447	58082501	0.1869758209823818	0.2068827563335593	0.15450950570079838	0.22103386347810003	0.15737217747328106	0.19496040774156798
3	71487997	71522851	0.2005357688277151	0.19311137823289184	0.14870379866639916	0.11956513150215686	0.11830324921478572	0.09414483231197272
3	98954747	98983151	0.11687980942151455	0.17329389145075963	0.1308657136267402	0.15025437650901952	0.1623921907145952	0.13738036742510273
3	100001947	100045201	0.17377584431660595	0.1969684609845647	0.1423974446323596	0.10754912969845021	0.129629834032325	0.13435441258066702
3	111850747	111917851	0.19335175910091365	0.22456291589109822	0.16446548330351787	0.18609862336902447	0.18785896195133112	0.18866591047848225
3	112629747	112658501	0.31947706286836375	0.30811714296285775	0.273679661041417	0.2829510660149341	0.26481442386504633	0.27553297827473244
3	120406897	120448070	0.22880103118525152	0.2753363604437083	0.20150423874116688	0.2671161702807349	0.23756612962417084	0.22328703581943227
3	123732947	123803701	0.234939688587732	0.2715830076537092	0.1988978729152171	0.1734258885472846	0.13018471760139824	0.14144821200700272
3	128758647	128806351	0.09532195627923393	0.15495852684814762	0.09758506179160858	0.10174192042084781	0.0984142517307133	0.112197990768688
3	134308647	134335151	0.41260452467342473	0.3622554785369103	0.2738295614531453	0.2858007469554241	0.1938726620656794	0.18092844163006888
3	134457747	134482731	0.20858534295659326	0.22249211475835207	0.15559908433272485	0.20025504960221652	0.16145256113151868	0.2051911687829488
3	136136147	136186501	0.0760364320106136	0.08800876273478973	0.061280250952200105	0.07367209783151042	0.07485295795765845	0.06728705256854031
3	159760747	159788351	0.4603772524073437	0.5340388119672238	0.36489693652137645	0.38882539088800494	0.375346738060696	0.3293413273510003
3	160394897	160434051	0.16489458792191405	0.17487790995474262	0.14888578262661806	0.11402938638831121	0.19520369160095094	0.12538407138722338
3	171345247	171395851	0.1334107892307707	0.13676832602617053	0.11946125025551983	0.12688407949327787	0.12422788593896493	0.11945149639954743
3	172114947	172182951	0.15997842145808092	0.17906999132600845	0.1511003870626204	0.1647050316893727	0.1427983392453057	0.15585398889198102
3	178168947	178207101	0.19849387194811027	0.216688205980171	0.15066865525616116	0.12270838431883678	0.1583457376859871	0.12317309100180639
3	188233597	188299051	0.16975708647093304	0.1786636115825585	0.13699240476021132	0.15957632753667692	0.15287342565735587	0.13366503987555767
3	196773597	196808001	0.19859669499632143	0.18965297877954873	0.15202398794265604	0.1258955780368355	0.12661624083915549	0.14083226444914496
